dataset,origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,departure_time,duration_sec,distance_m
test,Westlake Station - light rail station,47.61175694,-122.3365386,Pier 55,47.60473849,-122.3397158,walking,1749580510,929,1101
test,Lynnwood City Center Station - Light rail station,47.81563114,-122.2948246,Burke Museum of Natural History and Culture,47.66041767,-122.3115562,driving,1749580510,1094,19956
test,Lynnwood City Center Station - Light rail station,47.81563114,-122.2948246,Burke Museum of Natural History and Culture,47.66041767,-122.3115562,bicycling,1749580510,5229,23226
test,Lynnwood City Center Station - Light rail station,47.81563114,-122.2948246,Burke Museum of Natural History and Culture,47.66041767,-122.3115562,transit,1749580510,1623,19124
test,Lynnwood City Center Station - Light rail station,47.81563114,-122.2948246,Burke Museum of Natural History and Culture,47.66041767,-122.3115562,walking,1749580510,15825,19059
test,U District Station - light rail station,47.65997355,-122.314078,Seattle Pinball Museum,47.59806291,-122.3247878,driving,1749580510,713,8968
test,U District Station - light rail station,47.65997355,-122.314078,Seattle Pinball Museum,47.59806291,-122.3247878,bicycling,1749580510,2083,8480
test,U District Station - light rail station,47.65997355,-122.314078,Seattle Pinball Museum,47.59806291,-122.3247878,transit,1749580510,1168,9175
test,U District Station - light rail station,47.65997355,-122.314078,Seattle Pinball Museum,47.59806291,-122.3247878,walking,1749580510,6768,8060
test,The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Historic Chinatown Gate,47.59843717,-122.3273775,driving,1749580510,432,1793
test,The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Historic Chinatown Gate,47.59843717,-122.3273775,bicycling,1749580510,582,1726
test,The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Historic Chinatown Gate,47.59843717,-122.3273775,transit,1749580510,868,1767
test,The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Historic Chinatown Gate,47.59843717,-122.3273775,walking,1749580510,1478,1731
test,Pier 55,47.60473849,-122.3397158,Island Crest Park,47.55038816,-122.2236283,driving,1749580510,967,14063
test,Pier 55,47.60473849,-122.3397158,Island Crest Park,47.55038816,-122.2236283,bicycling,1749580510,3842,14836
test,Pier 55,47.60473849,-122.3397158,Island Crest Park,47.55038816,-122.2236283,transit,1749580510,2640,15368
test,Pier 55,47.60473849,-122.3397158,Island Crest Park,47.55038816,-122.2236283,walking,1749580510,11521,13470
test,Gas Works Park,47.64562277,-122.334361,Juanita Beach Park,47.70461277,-122.2148103,driving,1749580510,1665,26725
test,Gas Works Park,47.64562277,-122.334361,Juanita Beach Park,47.70461277,-122.2148103,bicycling,1749580510,4126,19465
test,Gas Works Park,47.64562277,-122.334361,Juanita Beach Park,47.70461277,-122.2148103,transit,1749580510,4528,21732
test,Gas Works Park,47.64562277,-122.334361,Juanita Beach Park,47.70461277,-122.2148103,walking,1749580510,15790,19275
test,Seattle Aquarium,47.60738161,-122.3429637,Seattle Public Library - Central Library,47.60665261,-122.3321832,driving,1749580510,330,1083
test,Seattle Aquarium,47.60738161,-122.3429637,Seattle Public Library - Central Library,47.60665261,-122.3321832,bicycling,1749580510,586,1146
test,Seattle Aquarium,47.60738161,-122.3429637,Seattle Public Library - Central Library,47.60665261,-122.3321832,transit,1749580510,944,1214
test,Seattle Aquarium,47.60738161,-122.3429637,Seattle Public Library - Central Library,47.60665261,-122.3321832,walking,1749580510,1115,1119
test,Angle Lake Station - light rail station,47.42298824,-122.2978796,Beacon Hill Station - light rail station,47.57926799,-122.3117274,driving,1749580510,1160,22276
test,Angle Lake Station - light rail station,47.42298824,-122.2978796,Beacon Hill Station - light rail station,47.57926799,-122.3117274,bicycling,1749580510,4418,21079
test,Angle Lake Station - light rail station,47.42298824,-122.2978796,Beacon Hill Station - light rail station,47.57926799,-122.3117274,transit,1749580510,2763,22078
test,Angle Lake Station - light rail station,47.42298824,-122.2978796,Beacon Hill Station - light rail station,47.57926799,-122.3117274,walking,1749580510,17000,20241
test,Seattle Japanese Garden,47.62898814,-122.2962975,Chism Beach Park,47.59991929,-122.2107849,driving,1749580510,1172,14330
test,Seattle Japanese Garden,47.62898814,-122.2962975,Chism Beach Park,47.59991929,-122.2107849,bicycling,1749580510,3064,14131
test,Seattle Japanese Garden,47.62898814,-122.2962975,Chism Beach Park,47.59991929,-122.2107849,transit,1749580510,4675,21782
test,Seattle Japanese Garden,47.62898814,-122.2962975,Chism Beach Park,47.59991929,-122.2107849,walking,1749580510,11363,13578
test,Kent Station  - train station,47.38456169,-122.232946,T-Mobile Park,47.59146257,-122.3326463,driving,1749580510,1547,31071
test,Kent Station  - train station,47.38456169,-122.232946,T-Mobile Park,47.59146257,-122.3326463,bicycling,1749580510,6378,33546
test,Kent Station  - train station,47.38456169,-122.232946,T-Mobile Park,47.59146257,-122.3326463,transit,1749580510,4199,31093
test,Kent Station  - train station,47.38456169,-122.232946,T-Mobile Park,47.59146257,-122.3326463,walking,1749580510,22639,27623
test,Green Lake Park,47.68018985,-122.3284285,SeaTac/Airport Station - light rail station,47.44534853,-122.2968968,driving,1749580510,1554,31069
test,Green Lake Park,47.68018985,-122.3284285,SeaTac/Airport Station - light rail station,47.44534853,-122.2968968,bicycling,1749580510,6953,29879
test,Green Lake Park,47.68018985,-122.3284285,SeaTac/Airport Station - light rail station,47.44534853,-122.2968968,transit,1749580510,4054,34443
test,Green Lake Park,47.68018985,-122.3284285,SeaTac/Airport Station - light rail station,47.44534853,-122.2968968,walking,1749580510,25420,29975
test,Burke Museum of Natural History and Culture,47.66041767,-122.3115562,Chihuly Garden and Glass,47.62054706,-122.3504608,driving,1749580510,905,6996
test,Burke Museum of Natural History and Culture,47.66041767,-122.3115562,Chihuly Garden and Glass,47.62054706,-122.3504608,bicycling,1749580510,1767,8073
test,Burke Museum of Natural History and Culture,47.66041767,-122.3115562,Chihuly Garden and Glass,47.62054706,-122.3504608,transit,1749580510,1559,9055
test,Burke Museum of Natural History and Culture,47.66041767,-122.3115562,Chihuly Garden and Glass,47.62054706,-122.3504608,walking,1749580510,5451,6529
test,Seattle Pinball Museum,47.59806291,-122.3247878,East Main Station - light rail station,47.60817687,-122.1911446,driving,1749580510,921,15132
test,Seattle Pinball Museum,47.59806291,-122.3247878,East Main Station - light rail station,47.60817687,-122.1911446,bicycling,1749580510,3842,16667
test,Seattle Pinball Museum,47.59806291,-122.3247878,East Main Station - light rail station,47.60817687,-122.1911446,transit,1749580510,2298,17476
test,Seattle Pinball Museum,47.59806291,-122.3247878,East Main Station - light rail station,47.60817687,-122.1911446,walking,1749580510,12168,14573
test,Lakewood Station - train station,47.15296989,-122.4993851,Luther Burbank Park,47.5911729,-122.2256759,driving,1749580510,2920,69965
test,Lakewood Station - train station,47.15296989,-122.4993851,Luther Burbank Park,47.5911729,-122.2256759,bicycling,1749580510,15577,79074
test,Lakewood Station - train station,47.15296989,-122.4993851,Luther Burbank Park,47.5911729,-122.2256759,transit,1749580510,7218,78686
test,Lakewood Station - train station,47.15296989,-122.4993851,Luther Burbank Park,47.5911729,-122.2256759,walking,1749580510,57763,69129
test,Island Crest Park,47.55038816,-122.2236283,"6th Ave Station - light rail station
",47.2569201,-122.4528636,driving,1749580510,2843,64389
test,Island Crest Park,47.55038816,-122.2236283,"6th Ave Station - light rail station
",47.2569201,-122.4528636,bicycling,1749580510,13747,67239
test,Island Crest Park,47.55038816,-122.2236283,"6th Ave Station - light rail station
",47.2569201,-122.4528636,transit,1749580510,8987,70150
test,Island Crest Park,47.55038816,-122.2236283,"6th Ave Station - light rail station
",47.2569201,-122.4528636,walking,1749580510,51985,62070
